-2.9985492626650636e-25,1.6596434987222504e-24,-5.7150258220396575e-28,-2.9985492626775743e-25,7.58303654003292e-60,-5.715025822052181e-28,-1.8669741499001318e-25,2.024262146168098e-24,-5.7150258220353196e-28,-5.353731333659214e-26,1.659643498722251e-24,-5.7150258220358935e-28,2.4821605006710964e-25,8.298217493620724e-25,-5.715025822045792e-28,5.50540916053705e-25,9.034640645010008e-40,-5.715025822059165e-28,6.831295151255316e-25,-3.6519015002972726e-25,-5.715025822062825e-28
-37717134840.549095,8.08673836137099e-06,3.268405409513519e-07,-37717134840.54968,-3.0941167680910627e-25,6.0358565026135696e-06,-37717134840.54651,-0.007499083199105486,1.271063130793539e-05,-37717134840.54924,-6.080606619325189e-06,1.0062809588106291e-05,-37717134840.54941,0.0004130980234295645,-1.2397414933385723e-05,-37717134840.54929,-4.2551775059522225e-05,1.4309666359078066e-05,-37717134840.554184,0.01332530777512457,2.8760034737151322e-05
12987994.091101259,6.562578245729119e-07,2.6925798447435533e-08,12987994.091081236,2.8644660003280025e-28,-1.2707848705220129e-08,12987994.091099152,-6.516580947128599e-06,1.0953154181239704e-08,12987994.09109652,6.837835492823153e-07,1.1864938520024692e-08,12987994.091091344,1.530558728369187e-05,4.029264023781262e-09,12987994.091096915,3.731520759386123e-08,-2.0740747692806362e-08,12987994.091102267,-1.4670562081447223e-05,-2.5716769861564963e-08
-0.0055873180873158975,-0.0004889117535284016,-2.0058441276412404e-05,0.032864868622046225,-2.319599750293297e-37,2.0156991613554037e-05,-0.003863994400928376,0.018451929720029542,-2.9707572977451095e-05,0.0030578701028178496,-0.0005015018395845743,-2.9707572977452846e-05,0.013477319905232349,-0.029186887421403837,1.555174529745944e-07,0.002871265101068831,-4.3466468797200536e-05,3.0025218823823805e-05,-0.004094585666058252,0.019142648359626105,3.002521882382498e-05
8.442213773926665e-26,4.348447032950246e-27,1.784024802524109e-28,8.442213773915866e-26,5.224292496857851e-25,1.784024802522696e-28,4.909844664928918e-26,-1.0947233536808738e-25,1.784024802524065e-28,7.530668750477562e-27,4.3484470329503035e-27,1.7840248025241878e-28,-8.66658408227947e-26,2.6338884835944907e-25,1.7840248025235446e-28,-1.8104075287626033e-25,5.224292496857852e-25,1.7840248025222493e-28,-2.2243012829477285e-25,6.364284345669467e-25,1.7840248025219558e-28
12987994.09109533,-2.542271656705977e-07,-1.0428406228671585e-08,12987994.091115521,2.8644660003255613e-28,6.345959894362598e-08,12987994.09109528,1.2200817392346093e-05,-1.9857339026088075e-08,12987994.091099825,-2.5591277751843724e-07,-1.894555468730486e-08,12987994.091105312,-1.534390376687789e-05,4.358593997293752e-09,12987994.091099704,8.103871036593279e-09,1.0735299038630343e-08,12987994.091097753,5.413420443383441e-06,5.7592768698729135e-09
-2571622830.038139,-2.9915064961751406e-05,-1.2276529832418875e-06,-2571622830.036422,-5.671642680648683e-26,1.27837222814584e-06,-2571622830.0362144,-0.0038056831072100115,7.038737724538738e-06,-2571622830.0376096,-4.2171399872050416e-05,3.6685391586814537e-06,-2571622830.0372367,-0.0012332470860821638,-2.03557609219743e-06,-2571622830.037685,-7.388411103583876e-06,2.868886227687751e-06,-2571622830.0384574,0.0021138287120298256,3.8541386171020385e-06
-46003475070.67135,-0.00022950059899946428,-9.421670003152653e-06,-46003475070.653015,-4.921646076300309e-25,1.7369513588264808e-05,-46003475070.67146,0.011211689821614475,-1.9652571857108387e-05,-46003475070.66728,-0.00022353016183442064,-1.414817876532153e-05,-46003475070.662285,-0.01403609069978616,-1.1742035768835243e-05,-46003475070.66743,-6.635887750440465e-05,3.07683129988106e-05,-46003475070.676476,0.024746572084978213,4.839338352055178e-05
12987994.0911002,3.732519637637353e-07,1.531499875003853e-08,12987994.091070525,2.8644660003280267e-28,-1.7774936933835016e-08,12987994.091105497,-3.219713626377109e-05,6.440499013584445e-08,12987994.0910936,3.715663519158979e-07,3.793767347224256e-08,12987994.091085494,2.2662999391643475e-05,-1.037824204838113e-09,12987994.091093747,3.731520759386051e-08,-2.580783592142227e-08,12987994.091100274,-1.7908431459532604e-05,-3.078385809018053e-08
-5597825453.264698,-0.00011688277251870136,-4.796047692000849e-06,-5597825453.256067,-1.2345848461413765e-25,5.41993253372942e-06,-5597825453.263779,0.003011072602829285,-4.7779597103347334e-06,-5597825453.262631,-0.0001287463598684543,-5.170938760351082e-06,-5597825453.260369,-0.006513725944335072,-1.7937630524701807e-06,-5597825453.26274,-1.608285447295427e-05,8.882111997379084e-06,-5597825453.265034,0.006286493242100897,1.1026777552114094e-05
-37717134840.549,8.634153881807672e-06,3.4929919937230183e-07,-37717134840.54961,-3.0941167680910425e-25,6.0291038244776265e-06,-37717134840.54643,-0.007475165213147221,1.2703878629799027e-05,-37717134840.54916,1.3529170687931859e-05,1.0056056909969921e-05,-37717134840.549324,0.00042290291208292585,-1.2404167611521876e-05,-37717134840.549194,-4.2551775059521954e-05,1.4302913680942387e-05,-37717134840.554085,0.013320992813795882,2.8753282059015698e-05
12987994.091101352,3.732519637637574e-07,1.5314998750039437e-08,12987994.091071678,2.8644660003281953e-28,-1.777493693383612e-08,12987994.091103459,-2.3463203044010694e-05,3.7025889133458205e-08,12987994.091094753,3.7156635191592e-07,3.793767347224482e-08,12987994.091086647,2.2662999391644816e-05,-1.0378242048381202e-09,12987994.0910949,3.731520759386255e-08,-2.5807835921423774e-08,12987994.091101427,-1.7908431459533613e-05,-3.078385809018228e-08
-12455486333.36596,-0.0002448848680080208,-1.0048449366304024e-05,-12455486333.346928,-2.7470228943145334e-25,1.2035667253494581e-05,-12455486333.36419,0.006745730959525664,-1.0655234514620321e-05,-12455486333.361631,-0.0002558584523021152,-1.1529635695515177e-05,-12455486333.356478,-0.01445857438627415,-4.0152238536177396e-06,-12455486333.36174,-3.578528408251283e-05,1.973921738258976e-05,-12455486333.366837,0.013972478016683353,2.4511222642429385e-05
-18858567420.27039,0.0003694755346982221,1.5155900160039047e-05,-18858567420.29963,1.0650878643851506e-25,-1.2183840414573069e-05,-18858567420.270317,-0.017724088217155053,2.8846710581887786e-05,-18858567420.276924,0.00037192304310128504,2.7522799721974557e-05,-18858567420.284897,0.022299802426494687,-6.3148241680626284e-06,-18858567420.27681,1.162990636676399e-05,-1.5573799888083403e-05,-18858567420.273983,-0.00782803684875183,-8.348615699047636e-06
12987994.091098582,-3.095903151689766e-09,-1.253164674756581e-10,12987994.091098772,2.8644660003269963e-28,-2.0754289705164935e-09,12987994.09109649,5.8785773872226555e-06,-9.554249264893352e-09,12987994.091098636,-4.7815149995285835e-09,-8.642464926109539e-09,12987994.091098685,-1.3268617110250998e-07,1.4661683758489022e-08,12987994.09109863,3.7315207593850574e-08,-1.0108327958098397e-08,12987994.091101516,-7.876445870968907e-06,-1.508435012685654e-08
-19326135207.555454,-0.0001106217310105521,-4.540972808149079e-06,-19326135207.54705,-4.262325408486774e-25,7.568580388845005e-06,-19326135207.553658,0.0002971134402185438,-1.5985250663201557e-07,-19326135207.553497,-0.00012070362663713942,-1.5165876027432e-06,-19326135207.551243,-0.006355158616289519,-6.330070414998512e-06,-19326135207.55351,-5.552502889965156e-05,1.4051093854341818e-05,-19326135207.557568,0.011087478739871544,2.1455414841454093e-05
1.596534799659174e-05,5.477836546179635e-07,2.2473761755647188e-08,-2.750112080058687e-05,5.224292496857853e-25,-6.7375748015926004e-09,1.1515543168972711e-05,-1.3790476345482493e-05,2.2473761755642757e-08,6.279156679907806e-06,5.477836546179699e-07,2.2473761755644683e-08,-5.586989527073833e-06,3.317968572381747e-05,2.2473761755646142e-08,-1.7475609495809317e-05,6.581158779301195e-05,2.2473761755638605e-08,-2.2689522223117288e-05,8.01723215548645e-05,2.2473761755636762e-08
12987994.091093322,-3.7952708406078236e-07,-1.5569049784140507e-08,12987994.091123382,2.8644660003243797e-28,1.3627554470736817e-08,12987994.091094289,1.5355248062344582e-05,-2.4997982581556123e-08,12987994.091100033,-3.8121269590862224e-07,-2.408619824277323e-08,12987994.091108235,-2.2933418127808936e-05,-7.820495581752707e-10,12987994.091099875,3.731520759382085e-08,3.6741372241083984e-08,12987994.091091892,2.2060512556308366e-05,3.1765350072326865e-08
-22339349836.68908,-2.2571447508451287e-05,-9.289532582285096e-07,-22339349836.687645,-4.926881520561975e-25,4.406987751634091e-06,-22339349836.687504,-0.003265304110245365,5.639679452288952e-06,-22339349836.68868,-3.226228118633986e-05,4.071410389580143e-06,-22339349836.688328,-0.0010346056106378954,-6.148634917501851e-06,-22339349836.688652,-6.418215706141694e-05,5.52709549441041e-06,-22339349836.69035,0.004622100883554914,1.0907084092984782e-05
8299328224.208511,-0.00024197002306021798,-9.926149050309971e-06,8299328224.227675,7.054686271064957e-25,8.70126973199909e-06,8299328224.209125,0.009798213035492541,-1.5951237107858453e-05,8299328224.2127905,-0.00024304712903098761,-1.5368606915376194e-05,8299328224.218019,-0.014621274497945851,-4.772559059183441e-07,8299328224.212665,8.965600544546127e-05,2.3500210623807914e-05,8299328224.206211,0.01790908021511271,2.9075850262927247e-05
12987994.091093,-3.79527084060773e-07,-1.556904978414012e-08,12987994.09112306,2.8644660003239712e-28,1.3627554470736477e-08,12987994.091093967,1.53552480623442e-05,-2.49979825815555e-08,12987994.091099711,-3.812126959086128e-07,-2.408619824277263e-08,12987994.091107912,-2.293341812780837e-05,-7.820495581752527e-10,12987994.091099553,3.731520759381569e-08,3.674137224108307e-08,12987994.09108839,3.0815830361262804e-05,5.9168535690338906e-08
